CAS,CID,SMILES,Formula,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRings,FlashPoint_C,LFL_percent,UFL_percent,HeatOfComb_kJ_mol,BoilingPoint_C,MeltingPoint_C,AutoignitionTemp_C,VaporPressure_mmHg,Density_g_cm3,Y_NFPA_Health,Y_NFPA_Fire,Y_NFPA_React,Y_GHS_Signal,Y_GHS_H_Codes
52334-81-3,92342,C1=CC(=NC=C1C(F)(F)F)Cl,C6H3ClF3N,181.544,2.753800000000001,12.89,0,1,1,,,,,,,,,,,,,Danger,"H302, H315, H319, H332, H335, H370, H372"
52338-87-1,104163,CN(C)CCCNC(=O)NCCCN(C)C,C11H26N4O,230.356,0.189,47.61000000000001,2,3,0,,,,,,,,,,,,,Danger,"H315, H317, H318, H319, H412"
5235-82-5,78898,C1COCCN1CCCNC2=CC=CC3=CC=CC=C32,C17H22N2O,270.37600000000003,2.974000000000001,24.5,1,3,3,,,,,,,,,,,,,Warning,"H317, H319, H411"
52350-17-1,22269592,[O-][W](=O)(=O)[O-].[Cs+].[Cs+],Cs2O4W,513.646,-8.6101,80.25999999999999,0,4,0,,,,,,,,,,,,,Warning,H319
52364-71-3,104171,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,C18H19NO,265.356,4.794280000000004,33.02,0,2,2,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332, H335"
52364-73-5,104173,CCCCCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,C21H25NO,307.43700000000007,5.964580000000006,33.02,0,2,2,,,,,,,,,,,,,Warning,"H312, H315, H319, H332, H335"
52372-39-1,104185,CCN(CC)C1=CC2=C(C=C1)C=C3C(=C(C(=N)N4C3=NC5=CC=CC=C54)C#N)O2,C23H19N5O,381.43900000000014,4.584250000000004,81.32000000000001,1,5,5,,,,,,,,,,,,,,H412
524-38-9,10665,C1=CC=C2C(=C1)C(=O)N(C2=O)O,C8H5NO3,163.13199999999998,0.6718,57.61,1,3,2,,,,,,,,,,,,,Warning,"H315, H319, H335"
52406-71-0,15493389,CN(C)CCO.CN(C)CCO.CN(C)CCO.CN(C)CCO.[Ti],C16H44N4O4Ti,404.4190000000001,-1.8413,93.88,4,8,0,,,,,,,,,,,,,Danger,"H226, H314, H318"
52408-42-1,103631,C=CC(=O)OCC(COCCCCOCC(COC(=O)C=C)O)O,C16H26O8,346.37600000000003,-0.02,111.52,2,8,0,,,,,,,,,,,,,Danger,"H302, H315, H317, H318, H319, H412"
52427-13-1,12221416,CCCCCC(C)(CC)C1=CC=C(C=C1)O,C15H24O,220.356,4.640200000000005,20.23,1,1,1,,,,,,,,,,,,,Danger,"H302, H314, H361, H400, H410"
52434-90-9,103634,C(C(CBr)Br)N1C(=O)N(C(=O)N(C1=O)CC(CBr)Br)CC(CBr)Br,C12H15Br6N3O3,728.694,2.6469000000000014,66.0,0,3,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
52439-69-7,73415771,CCCCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCCCC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,C90H178O25,1660.3889999999994,20.2071,450.63000000000017,15,18,2,,,,,,,,,,,,,,H413
5244-34-8,78904,C(CSCCSCCO)O,C6H14O2S2,182.31,0.4374,40.46,2,4,0,,,,,,,,,,,,,Warning,"H319, H411"
5246-58-2,78906,C1=CC(=CC=C1N)S(=O)(=O)CCO,C8H11NO3S,201.247,0.0348,80.39,2,4,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
52488-90-1,6452652,[O-][Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Al+3].[Al+3].[Zn+2].[Zn+2],Al2O15Si5Zn2,565.159,-15.1546,315.95,0,15,0,,,,,,,,,,,,,Danger,H318
52497-24-2,104214,CCCCCCCCCCCCCCCCCCN(CCO)CCOC(=O)CCCCCCCCCCCCCCCCC,C40H81NO3,624.092,12.346899999999984,49.77,1,4,0,,,,,,,,,,,,,Danger,"H315, H318, H319"
525-05-3,10672,C1=CC2=C(C(=C(C=C2C=C1S(=O)(=O)[O-])S(=O)(=O)[O-])O)N=O.[Na+].[Na+],C10H5NNa2O8S2,377.263,-5.2405,164.06,1,9,2,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332, H335"
525-64-4,10679,C1C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N,C13H12N2,196.253,2.4222,52.04,2,2,3,,,,,,,,,,,,,Warning,"H315, H319, H335"
525-79-1,3830,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,C10H9N5O,215.21600000000004,1.5579999999999996,79.63000000000001,2,5,3,,,,,,266.0,,,,,,,Warning,H341
52509-84-9,104218,CC(C)(C)C1=CC=C(C=C1)C(=O)[O-].CC(C)(C)C1=CC=C(C=C1)C(=O)[O-].[Ca+2],C22H26CaO4,394.524,2.3144,80.25999999999999,0,4,2,,,,,,,,,,,,,Danger,"H302, H332, H360, H372, H411"
52549-17-4,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,C15H13NO3,255.273,2.9662000000000006,59.42,1,3,3,,,,,,,,,,,,,Danger,"H301, H315, H319"
52556-42-0,23677323,C=CCOCC(CS(=O)(=O)[O-])O.[Na+],C6H11NaO5S,218.206,-3.9009,86.66000000000001,1,5,0,,,,,,,,,,,,,Danger,"H315, H318, H319, H335, H360, H361"
52567-96-1,103660,CC(=C(C)CCC(C)(C#C)O)C,C11H18O,166.264,2.5071000000000003,20.23,1,1,0,,,,,,,,,,,,,Warning,"H302, H317"
52570-16-8,40413,CC(C(=O)NC1=CC=CC=C1)OC2=CC3=CC=CC=C3C=C2,C19H17NO2,291.35,4.245800000000003,38.33,1,2,3,,,,,,,,,,,,,Warning,H313
5259-65-4,78913,CC1=CCC(=O)CC1,C7H10O,110.156,1.6857,17.07,0,1,1,,,,,,,,,,,,,Warning,"H226, H315, H319, H335"
5259-88-1,21330,CC1=C(S(=O)(=O)CCO1)C(=O)NC2=CC=CC=C2,C12H13NO4S,267.306,1.3016,72.47,1,4,2,219.0,,,,,119.5,,4e-08,1.41,,,,Warning,"H302, H412"
52599-24-3,12750667,CC(C)NC(=S)NC(C)(C)C,C8H18N2S,174.313,1.6573999999999998,24.06,2,1,0,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332, H335"
526-31-8,160511,CNC(CC1=CNC2=CC=CC=C21)C(=O)O,C12H14N2O2,218.256,1.383,65.12,3,2,2,,,,,,,,,,,,,Warning,"H302, H312, H332"
526-55-6,10685,C1=CC=C2C(=C1)C(=CN2)CCO,C10H11NO,161.20399999999995,1.7026999999999997,36.02,2,1,2,,,,,,59.0,,,,,,,Warning,"H302, H315, H319, H335"
526-75-0,10687,CC1=C(C(=CC=C1)O)C,C8H10O,122.16699999999996,2.00904,20.23,1,1,1,186.0,,,-15.0,424.0,167.0,1110.0,1.0,1.02,,,,Danger,"H301, H302, H311, H314, H318, H351, H402, H411, H412"
526-78-3,95324,C(C(C(=O)O)Br)(C(=O)O)Br,C4H4Br2O4,275.88,0.6826000000000001,74.6,2,2,0,,,,,,,,,,,,,Danger,H314
526-95-4,10690,C(C(C(C(C(C(=O)O)O)O)O)O)O,C6H12O7,196.155,-3.4931,138.45000000000002,6,6,0,,,,,,131.0,,,1.24,,,,Warning,"H315, H319"
526-99-8,3037582,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,C6H10O8,210.138,-3.4008,155.52,6,6,0,,,,,,220.0,,,,,,,Warning,"H315, H319, H335"
5261-31-4,78916,CC(=O)OCCN(CCC#N)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2Cl)[N+](=O)[O-])Cl,C19H17Cl2N5O4,450.28200000000027,5.600180000000004,121.19,0,8,2,,,,,,,,,,,,,,H412
52627-55-1,104264,C(CCC(=O)O)CC(=O)O.C(C(CO)(CO)CO)O,C11H22O8,282.289,-1.342,155.51999999999998,6,6,0,,,,,,,,,,,,,Danger,"H317, H319"
52628-03-2,104265,CC(=C)C(=O)OCCO.OP(=O)(O)O,C6H13O7P,228.137,-0.8306,124.29000000000002,4,4,0,,,,,,,,,,,,,Danger,"H302, H314, H315, H317, H318, H335"
52628-25-8,61754,[NH4+].[NH4+].Cl[Zn-2](Cl)(Cl)Cl,Cl4H8N2Zn,243.28,3.5079,73.0,2,0,0,,,,,644.0,,,,1.81,,,,Danger,"H302, H314, H318, H400, H410, H411"
52697-38-8,104287,CCN(CC)C1=CC(=C(C=C1)N=NC2=C(C=C(C=C2Br)[N+](=O)[O-])[N+](=O)[O-])NC(=O)C,C18H19BrN6O5,479.29100000000017,5.485500000000004,143.34,1,8,2,,,,,,,,,,,,,Warning,"H317, H412"
527-17-3,68238,CC1=C(C(=O)C(=C(C1=O)C)C)C,C10H12O2,164.20399999999998,1.811,34.14,0,2,1,,,,,,,,0.00288,,,,,Warning,"H315, H319, H335"
527-21-9,68239,C1(=C(C(=O)C(=C(C1=O)F)F)F)F,C6F4O2,180.05599999999998,1.4394,34.14,0,2,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
527-31-1,68240,C1(=O)C(=O)C(=O)C(=O)C(=O)C1=O,C6O6,168.05999999999997,-2.5854,102.42,0,6,1,,,,,,,,,,,,,Warning,"H312, H332"
527-53-7,10695,CC1=CC(=C(C(=C1)C)C)C,C10H14,134.22199999999998,2.920280000000001,0.0,0,0,1,146.0,1999.0,1999.0,,388.4,-10.6,,0.49,0.891,,,,Warning,"H315, H319"
527-60-6,10698,CC1=CC(=C(C(=C1)C)O)C,C9H12O,136.194,2.31746,20.23,1,1,1,,,,,220.0,73.0,,0.05,,,,,Warning,"H314, H315, H318, H335, H373, H401, H410, H411"
527-72-0,10700,C1=CSC(=C1)C(=O)O,C5H4O2S,128.152,1.4462999999999997,37.3,1,2,1,,,,,,,,0.0078,,,,,Warning,"H302, H315, H319, H335"
527-84-4,10703,CC1=CC=CC=C1C(C)C,C10H14,134.22199999999998,3.118420000000002,0.0,0,0,1,,,,,178.0,-71.5,,1.5,0.8766,,,,Warning,H226
52705-93-8,11679800,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,C48H82O18,947.1660000000008,-0.0268,298.14,12,18,7,,,,,,,,,,,,,Warning,H302
52709-83-8,104288,CCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,C17H17N,235.33,4.567880000000004,23.79,0,1,2,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332, H413"
5271-67-0,78928,C1=CSC(=C1)C(=O)Cl,C5H3ClOS,146.59799999999998,2.1270999999999995,17.07,0,2,1,,,,,,,,,,,,,Danger,H314
52722-86-8,104301,CC1(CC(CC(N1CCO)(C)C)O)C,C11H23NO2,201.31000000000003,0.9925999999999996,43.7,2,3,1,,,,,,,,,,,,,Danger,"H315, H318, H319, H335, H412"
52732-72-6,24008,[O-]S(=O)(=O)[O-].[Pb+2],O4PbS,303.263,-1.7188,80.25999999999999,0,4,0,,,,,,2138.0,,,6.2,,,,Danger,"H302, H332, H341, H350, H351, H360, H361, H370, H372, H373, H400, H410"
5274-68-0,78933,CCCCCCCCCCCCOCCOCCOCCOCCO,C20H42O5,362.55100000000016,3.9660000000000033,57.150000000000006,1,5,0,,,,,,,,,,,,,Danger,"H302, H315, H318, H319, H335, H400, H410"
52793-11-0,98791,CC(=O)CC(=O)NC1=C(C=CC(=C1)Cl)OC,C11H12ClNO3,241.674,2.2662000000000004,55.400000000000006,1,3,1,,,,,,,,,,,,,Warning,"H302, H412"
528-21-2,10706,CC(=O)C1=C(C(=C(C=C1)O)O)O,C8H8O4,168.148,1.006,77.76,3,4,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
528-44-9,10708,C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O,C9H6O6,210.141,0.7812000000000001,111.9,3,3,1,,,,,,,,3e-08,,,,,Danger,"H315, H317, H318, H319, H334, H335"
528-92-7,10715,CC(C)C(CC=C)C(=O)NC(=O)N,C9H16N2O2,184.239,1.0296,72.19,2,2,0,,,,,,,,,,,,,Warning,H302
52829-07-9,164282,CC1(CC(CC(N1)(C)C)OC(=O)CCCCCCCCC(=O)OC2CC(NC(C2)(C)C)(C)C)C,C28H52N2O4,480.7340000000003,5.812000000000006,76.66,2,6,2,,,,,,,,,,,,,Danger,"H315, H318, H319, H330, H361, H370, H400, H401, H410, H411"
5283-66-9,21354,CCCCCCCC[Si](Cl)(Cl)Cl,C8H17Cl3Si,247.669,5.002200000000004,0.0,0,0,0,,,,,232.0,,,,1.073,,,,Danger,H314
5285-60-9,110640,CCC(C)NC1=CC=C(C=C1)CC2=CC=C(C=C2)NC(C)CC,C21H30N2,310.48500000000007,5.698200000000004,24.06,2,2,2,,,,,,,,,,,,,Warning,"H302, H317, H373, H400, H410"
52870-46-9,10220983,CC(C)CC(C)N=C1C=CC(=NC2=CC=CC=C2)C=C1,C18H22N2,266.38800000000003,4.760700000000004,24.72,0,2,2,,,,,,,,,,,,,Warning,"H319, H400, H410"
529-28-2,68257,COC1=CC=CC=C1I,C7H7IO,234.036,2.2998000000000003,9.23,0,1,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
529-34-0,10724,C1CC2=CC=CC=C2C(=O)C1,C10H10O,146.18899999999996,2.2056000000000004,17.07,0,1,2,129.0,,,,255.0,8.0,,0.01,1.0988,,,,Warning,H302
529-35-1,68258,C1CCC2=C(C1)C=CC=C2O,C10H12O,148.20499999999998,2.271000000000001,20.23,1,1,2,,,,,,,,,,,,,Danger,"H302, H315, H318, H319, H335"
5292-43-3,79177,CC(C)(C)OC(=O)CBr,C6H11BrO2,195.056,1.723,26.3,0,2,0,,,,,,,,,,,,,Danger,"H226, H302, H314, H315, H319, H335"
530-47-2,10738,C1=CC=C(C=C1)N(C2=CC=CC=C2)N.Cl,C12H13ClN2,220.703,3.120200000000001,29.26,1,2,2,,,,,,,,,,,,,Danger,"H302, H312, H314, H315, H319, H332, H335"
530-57-4,10742,COC1=CC(=CC(=C1O)OC)C(=O)O,C9H10O5,198.174,1.1076,75.99,2,4,1,,,,,440.0,206.0,,2.91e-06,,,,,Warning,"H315, H319, H335"
53003-10-4,3085092,CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O,C42H70O11,751.0110000000003,6.1880000000000095,161.21,4,10,5,,,,,,112.5,,,,,,,Danger,"H300, H373"
5303-24-2,79185,CCCCCCCCCCCC(=O)OCCCCCCCC,C20H40O2,312.53800000000007,6.811000000000008,26.3,0,2,0,,,,,,,,,,,,,Warning,H317
5307-14-2,4338370,C1=CC(=C(C=C1N)[N+](=O)[O-])N,C6H7N3O2,153.141,0.7591999999999999,95.18,2,4,1,,,,,,279.0,,5.6e-05,,,,,Warning,"H302, H315, H317, H319, H335"
5308-25-8,79196,CCN1CCNCC1,C6H14N2,114.192,-0.0885,15.27,1,2,1,,,,,,,,,,,,,Danger,"H226, H302, H314, H315, H317, H318, H319, H335"
5309-52-4,54127227,CCCCCC=C(CC)C(=O)O,C10H18O2,170.25199999999998,2.9877,37.3,1,1,0,,,,,,,,,,,,,Danger,H314
53095-15-1,26053,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Al+3],AlN3O9,212.994,-1.0981,198.6,0,9,0,,,,,,163.0,,,1.0,,,,Danger,"H301, H315, H318, H319, H361"
531-85-1,10754,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.Cl.Cl,C12H14Cl2N2,257.164,3.361600000000002,52.04,2,2,2,,,,,,572.0,,4.38e-06,,,,,Danger,"H302, H350, H400, H410"
531-86-2,88797,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.OS(=O)(=O)O,C12H14N2O4S,282.321,1.8652000000000004,126.64,4,4,2,,,,,,,,,,,,,Danger,"H302, H350, H400, H410"
53120-26-6,5363259,CCCCC=CCCCCCCCCC=CCCOC(=O)C,C20H36O2,308.506,6.363000000000007,26.3,0,2,0,,,,,,,,,,,,,Warning,"H315, H400"
53120-27-7,5363260,CCCCC=CCCCCCCCCC=CCCOC(=O)C,C20H36O2,308.506,6.363000000000007,26.3,0,2,0,,,,,,,,,,,,,Warning,"H315, H400"
53126-06-0,117772,CCCCOP(=O)([O-])[O-].[K+].[K+],C4H9K2O4P,230.282,-6.3602,72.42,0,4,0,,,,,,,,,,,,,Danger,"H315, H318, H319"
53126-67-3,163035,CCCCOP(=O)([O-])[O-].[Na+].[Na+],C4H9Na2O4P,198.066,-6.3602,72.42,0,4,0,,,,,,,,,,,,,Danger,"H315, H318"
53127-03-0,87852,CCCCOP(=O)(O)O.N.N,C4H17N2O4P,188.164,1.2197999999999998,136.76,4,4,0,,,,,,,,,,,,,Warning,"H315, H319"
53135-64-1,104416,CCCOCC#C,C6H10O,98.14499999999998,1.0462,9.23,0,1,0,,,,,,,,,,,,,Danger,"H225, H315, H319, H335"
5315-79-7,21387,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O,C16H10O,218.255,4.289600000000003,20.23,1,1,4,,,,,,180.0,,,,,,,Warning,"H315, H319, H335"
53164-05-9,1981,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,C21H18ClNO6,415.8290000000003,3.4705200000000014,94.83,1,5,3,,,,,637.0,151.5,,,,,,,Danger,"H300, H310, H330"
5317-66-8,79209,CCOC(=O)C(C1=CC=CC=C1)(Cl)Cl,C10H10Cl2O2,233.094,2.880100000000001,26.3,0,2,1,,,,,,,,,,,,,Warning,"H315, H317, H319"
53171-44-1,104422,CCCCCCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCCCC,C44H91N,634.219,16.21979999999996,12.03,1,1,0,,,,,,,,,,,,,Warning,H315
53179-78-5,10924480,CC1(C(C1C(=O)O)C=C(Br)Br)C,C8H10Br2O2,297.974,2.974400000000001,37.3,1,1,1,,,,,,,,,,,,,Warning,H302
53185-52-7,104427,CN(C)C(=O)CCOC,C6H13NO2,131.17499999999998,0.1110999999999997,29.540000000000003,0,2,0,,,,,,,,,,,,,Warning,"H319, H361, H373"
532-02-5,23661868,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)[O-].[Na+],C10H7NaO3S,230.22,-1.2521,57.2,0,3,2,,,,,,275.0,,,0.4,,,,Warning,"H315, H319, H335"
532-03-6,4107,COC1=CC=CC=C1OCC(COC(=O)N)O,C11H15NO5,241.243,0.5301999999999998,91.01,2,5,1,,,,,,92.0,,,,,,,Warning,"H302, H317, H334, H336"
532-54-7,9566037,C1=CC=C(C=C1)C(=O)C=NO,C8H7NO2,149.14899999999997,1.3293,49.66,1,3,1,,,,,,,,,,,,,Warning,"H302, H312, H332"
5323-87-5,79216,CCOC1=CC(=O)CCC1,C8H12O2,140.182,1.6598,26.3,0,2,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
5324-30-1,79218,CCOP(=O)(CCBr)OCC,C6H14BrO3P,245.053,2.647400000000001,35.53,0,3,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
5324-84-5,45052255,CCCCCCCCS(=O)(=O)O.[Na],C8H18NaO3S,217.286,1.8539000000000003,54.370000000000005,1,2,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
53251-94-8,40703,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-],C26H41Br2NO4,591.4250000000002,2.2963000000000013,36.92,0,4,5,,,,,,,,,,,,,Warning,"H302, H410"
5326-23-8,79222,C1=CC(=NC=C1C(=O)O)Cl,C6H4ClNO2,157.55599999999998,1.4332,50.19,1,2,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
5329-12-04,79234,C1=C(C=C(C(=C1Cl)NN)Cl)Cl,C6H5Cl3N2,211.479,2.9324000000000003,38.05,2,2,1,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332, H335"
5329-14-6,5987,NS(=O)(=O)O,H3NO3S,97.09499999999998,-1.2521,80.39,2,2,0,,,,1.53,,205.0,,,2.15,,,,Warning,"H315, H319, H372, H412"
5329-79-3,21405,CCCCC(C)N,C6H15N,101.193,1.5238,26.02,1,1,0,,,,,,,,,,,,,Danger,"H225, H302, H312, H314, H332, H335"
533-00-6,160513,C1=CC=C(C=C1)C(=O)[O-].C1=CC=C(C=C1)C(=O)[O-].[Ba+2],C14H10BaO4,379.558,-0.2806,80.25999999999999,0,4,2,,,,,,,,,,,,,Danger,"H301, H302, H318, H332"
533-23-3,10780,CCOC(=O)COC1=C(C=C(C=C1)Cl)Cl,C10H10Cl2O3,249.093,2.9353000000000016,35.53,0,3,1,,,,,,,,,,,,,Danger,"H302, H317, H318, H400, H410"
533-67-5,9828112,C1C(C(OC1O)CO)O,C5H10O4,134.131,-1.5531,69.92,3,4,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
533-68-6,79039,CCC(C(=O)OCC)Br,C6H11BrO2,195.056,1.723,26.3,0,2,0,,,,,,,,,,,,,Danger,"H226, H302, H315, H318, H319, H335"
533-73-3,10787,C1=CC(=C(C=C1O)O)O,C6H6O3,126.11099999999996,0.8034000000000001,60.69,3,3,1,,,,,,,,,,,,,Danger,"H302, H315, H318, H319, H335"
533-74-4,10788,CN1CN(C(=S)SC1)C,C5H10N2S2,162.283,0.7967,6.48,0,3,1,93.0,,,,,248.0,,2.77,1.3,,,,Warning,"H302, H313, H315, H319, H333, H360, H361, H371, H372, H373, H400, H410"
533-75-5,10789,C1=CC=C(C(=O)C=C1)O,C7H6O2,122.12299999999996,0.7523999999999997,37.3,1,2,1,,,,,,,,0.000679,,,,,Danger,"H314, H317, H318, H400, H410"
533-96-0,10791,C(=O)(O)[O-].C(=O)([O-])[O-].[Na+].[Na+].[Na+],C2HNa3O6,189.994,-12.5473,123.55,1,5,0,,,,,,,,,2.112,,,,Warning,"H315, H319, H335"
5332-52-5,62570,CCCCCCCCCCCS,C11H24S,188.38,4.447000000000005,0.0,1,1,0,109.0,,,,495.0,27.0,,,0.84,,,,Warning,"H315, H319, H335"
5332-73-0,1672,COCCCN,C4H11NO,89.13800000000002,-0.0184,35.25,1,2,0,,,,,,,,21.7,,,,,Danger,"H226, H302, H314, H317, H318, H412"
5337-72-4,21428,CC1CCCC(C1O)C,C8H16O,128.21499999999995,1.8034,20.23,1,1,1,,,,,,,,,,,,,Warning,H226
5337-93-9,21429,CCC(=O)C1=CC=C(C=C1)C,C10H12O,148.20499999999998,2.587720000000001,17.07,0,1,1,,,,,,,,,,,,,Warning,"H302, H315, H317, H319, H401"
53378-51-1,23688597,CC(C)COP(=S)(OCC(C)C)[S-].[Na+],C8H18NaO2PS2,264.328,0.1069999999999997,18.46,0,4,0,,,,,,,,,,,,,Danger,"H314, H318"
53398-85-9,5365069,CCC=CCCOC(=O)C(C)CC,C11H20O2,184.279,2.9320000000000013,26.3,0,2,0,,,,,95.0,,,,0.876,,,,,H411
53399-81-8,62024,CCOC(=O)C(C)CC=C,C8H14O2,142.19799999999998,1.7617,26.3,0,2,0,,,,,153.0,,,,0.891,,,,Warning,H226
534-03-2,68294,C(C(CO)N)O,C3H9NO2,91.11,-1.7017,66.48,3,3,0,,,,,,,,,,,,,Danger,"H314, H318"
534-07-6,10793,C(C(=O)CCl)Cl,C3H4Cl2O,126.97,1.0331,17.07,0,1,0,,,,,343.0,113.0,,,1.3826,,,,Danger,"H300, H310, H314, H318, H330, H341, H400, H410"
534-13-4,2723631,CNC(=S)NC,C3H8N2S,104.178,-0.2899,24.06,2,1,0,,,,,,,,,,,,,Danger,"H301, H302, H312, H317"
534-15-6,10795,CC(OC)OC,C4H10O2,90.122,0.6252,18.46,0,2,0,80.0,,,,64.5,-113.2,,171.0,0.85015,,,,Danger,H225
534-16-7,92796,C(=O)([O-])[O-].[Ag+].[Ag+],CAg2O3,275.744,-2.452,63.19,0,3,0,,,,,,,,,6.1,,,,Danger,"H315, H318, H319, H335, H400, H410"
534-17-8,10796,C(=O)([O-])[O-].[Cs+].[Cs+],CCs2O3,325.818,-8.439,63.19,0,3,0,,,,,,,,,,,,,Danger,"H315, H318, H319, H335, H361, H373"
534-18-9,101753,C(=S)([S-])[S-].[Na+].[Na+],CNa2S3,154.19200000000004,-5.6269,0.0,0,3,0,,,,,,,,,,,,,Danger,H314
534-22-5,10797,CC1=CC=CO1,C5H6O,82.102,1.58802,13.14,0,1,1,-22.0,,,,145.0,-127.7,,59.0,0.9132,,,,Danger,"H225, H301, H319, H330, H331, H411"
534-73-6,94169,C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,C12H24O11,344.31300000000005,-5.7612,200.53,9,11,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
534-85-0,68297,C1=CC=C(C=C1)NC2=CC=CC=C2N,C12H12N2,184.242,3.0123999999999995,38.05,2,2,2,,,,,,,,,,,,,Warning,"H302, H315, H319, H332"
5340-36-3,21432,CCCCCC(C)(CC)O,C9H20O,144.258,2.727700000000002,20.23,1,1,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
5340-78-3,79284,CCOC(=O)CC(C)(C)C,C8H16O2,144.21399999999997,1.9857,26.3,0,2,0,,,,,,,,,,,,,Warning,H226
53408-94-9,6452824,CS(=O)(=O)[O-].CS(=O)(=O)[O-].[Sn+2],C2H6O6S2Sn,308.909,-2.058,114.4,0,6,0,,,,,,,,,,,,,Danger,"H302, H314, H317, H318, H411"
5341-61-7,17548,NN.Cl.Cl,Cl2H6N2,104.968,-0.3376,52.04,2,2,0,,,,,,,,,,,,,Danger,"H301, H311, H317, H331, H341, H350, H372, H400, H410"
53411-70-4,422,C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O,C6H13O10P,276.134,-3.3761,184.98,7,7,0,,,,,,,,,,,,,Warning,"H319, H335"
5343-92-0,93000,CCCC(CO)O,C5H12O2,104.149,0.1397,40.46,2,2,0,,,,,,,,,,,,,Danger,"H304, H318"
5344-90-1,21439,C1=CC=C(C(=C1)CO)N,C7H9NO,123.155,0.7610999999999999,46.25,2,2,1,,,,,,,,,,,,,Warning,"H302, H315, H319, H335"
53445-37-7,103783,CC(CC(=O)O)CC(C)(C)C(=O)O,C9H16O4,188.223,1.5981,74.6,2,2,0,,,,,,,,,,,,,Danger,H318
5345-01-07,79290,CCC(C)(CC(=O)O)CC(=O)O,C8H14O4,174.19599999999997,1.3521,74.6,2,2,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
53475-15-3,103788,CC(C(=O)C)SC,C5H10OS,118.201,1.3269,17.07,0,2,0,,,,,147.0,,,,0.975,,,,Warning,H226
5349-28-0,21446,CCOC(=O)CSC#N,C5H7NO2S,145.183,0.76378,50.09,0,4,0,,,,,,,,,,,,,Danger,H301
535-11-5,79040,CCOC(=O)C(C)Br,C5H9BrO2,181.029,1.3329,26.3,0,2,0,,,,,,,,,,,,,Danger,"H226, H302, H314, H315, H335"
535-13-7,10807,CCOC(=O)C(C)Cl,C5H9ClO2,136.57799999999995,1.1767999999999998,26.3,0,2,0,,,,,,,,,,,,,Warning,"H226, H315, H319, H335"
